project,conflictJar,riskLevel,prediction,actual,oldPath,newPath
org.apache.nifi:nifi-azure-processors,org.apache.commons:commons-lang3,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors
org.apache.nifi:nifi-azure-processors,org.hamcrest:hamcrest-core,1,not fixed,not fixed,D:\rawData\gitHub_old\nifi-rel-nifi-1.2.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors,D:\rawData\gitHub_new\nifi-rel-nifi-1.5.0\nifi-nar-bundles\nifi-azure-bundle\nifi-azure-processors
org.apache.marmotta:ldcache-backend-infinispan,com.fasterxml.jackson.core:jackson-core,4,fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.jboss.logging:jboss-logging,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.apache.marmotta:ldcache-core,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.apache.httpcomponents:httpclient,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,com.fasterxml.jackson.core:jackson-databind,4,fixed,fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,commons-codec:commons-codec,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.slf4j:slf4j-api,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.openrdf.sesame:sesame-model,3,fixed,fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.openrdf.sesame:sesame-rio-api,1,not fixed,fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,commons-beanutils:commons-beanutils,2,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.jboss.marshalling:jboss-marshalling-river,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.jboss.marshalling:jboss-marshalling,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
org.apache.marmotta:ldcache-backend-infinispan,org.apache.httpcomponents:httpclient-cache,1,not fixed,not fixed,D:\rawData\gitHub_old\marmotta-3.2.1\libraries\ldcache\ldcache-backend-infinispan,D:\rawData\gitHub_new\marmotta-3.3.0\libraries\ldcache\ldcache-backend-infinispan
